Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price_INR_Lakhs,Mileage_km_kg,Power_bhp,Car_Age
Kolkata,70000,Diesel,Manual,First,8,600000.0,12.8,102.0,8
Mumbai,92000,Diesel,Manual,First,7,890000.0,11.5,171.0,10
Hyderabad,57156,Diesel,Automatic,Second,5,1800000.0,18.88,184.0,7
Coimbatore,53211,Petrol,Manual,First,5,1164000.0,16.8,138.02,3
Kolkata,80000,Diesel,Manual,First,7,899000.0,11.5,171.0,0
Bangalore,74000,Diesel,Automatic,First,5,525000.0,15.5,105.0,10
Kolkata,37000,Diesel,Manual,First,5,295000.0,23.0,90.0,8
Mumbai,64000,Diesel,Manual,Second,5,265000.0,21.02,88.76,6
Pune,57197,Petrol,Manual,First,5,400000.0,15.04,103.6,6
Chennai,55000,Diesel,Automatic,First,5,1250000.0,17.6,126.2,3
Mumbai,33000,Petrol,Manual,First,5,325000.0,21.1,85.8,5
Delhi,70000,Petrol,Manual,First,5,400000.0,13.1,141.1,11
Delhi,75000,Diesel,Manual,Second,7,625000.0,15.1,140.0,7
Jaipur,58095,Diesel,Manual,First,5,580000.0,21.66,108.62,3
Kolkata,7445,Petrol,Manual,First,5,500000.0,17.57,88.7,4
Kochi,17652,Diesel,Automatic,First,5,5873000.0,12.9,270.88,3
Kochi,28321,Petrol,Automatic,First,5,1748999.9999999998,14.28,138.03,1
Pune,69000,Petrol,Manual,Second,5,195000.0,19.0,66.1,8
Mumbai,80000,Petrol,Automatic,First,5,300000.0,11.1,142.0,12
Delhi,42365,Petrol,Manual,First,5,550000.0,17.0,80.0,5
Delhi,123000,Diesel,Automatic,First,7,1650000.0,12.55,168.5,6
Mumbai,40000,Petrol,Automatic,Second,5,1450000.0,11.74,186.0,8
Hyderabad,30112,Diesel,Manual,First,5,779000.0,27.39,74.0,3
Kochi,43775,Diesel,Manual,First,7,827000.0,20.77,88.76,2
Kochi,26013,Diesel,Automatic,First,5,9707000.0,12.65,255.0,0
Mumbai,56000,Petrol,Manual,First,5,215000.0,12.9,102.5,7
Hyderabad,95000,Petrol,Automatic,Second,5,300000.0,12.9,130.0,11
Coimbatore,41089,Diesel,Automatic,First,5,2879000.0,16.09,184.0,5
Mumbai,41988,Diesel,Automatic,First,5,545000.0,20.0,138.1,8
Delhi,72486,Diesel,Manual,First,5,395000.0,23.4,74.0,6
Pune,92000,Diesel,Automatic,First,5,1600000.0,23.3,150.0,6
Delhi,40000,Petrol,Manual,First,5,425000.0,17.5,85.8,6
Bangalore,56000,Diesel,Automatic,First,5,3450000.0,12.7,187.7,5
Mumbai,125000,Petrol,Automatic,Third,5,260000.0,11.7,177.6,11
Kochi,29219,Diesel,Manual,First,8,1348000.0,12.99,100.6,2
Hyderabad,39927,Diesel,Manual,First,7,3210000.0,12.55,168.5,1
Kochi,38593,Petrol,Manual,First,5,617000.0,18.7,88.7,1
Kolkata,32000,Petrol,Manual,First,5,550000.0,17.0,118.0,4
Hyderabad,28226,Diesel,Automatic,First,5,915000.0,28.4,73.75,2
Pune,95000,Diesel,Manual,First,5,450000.0,21.64,84.8,5
Chennai,194000,Diesel,Manual,First,8,1050000.0,12.99,100.6,5
Coimbatore,14821,Petrol,Manual,First,5,537000.0,19.4,86.8,3
Bangalore,52000,Petrol,Manual,First,5,545000.0,15.04,103.6,7
Mumbai,33000,Diesel,Manual,First,7,925000.0,16.0,140.0,3
Chennai,29200,Diesel,Manual,First,5,770000.0,23.0,98.96,3
Hyderabad,99754,Diesel,Manual,First,5,799000.0,17.72,108.49,7
Chennai,49000,Petrol,Manual,First,5,300000.0,20.36,78.9,7
Hyderabad,299322,Diesel,Manual,First,8,400000.0,12.8,102.0,14
Coimbatore,38310,Diesel,Manual,First,5,669000.0,20.65,88.7,1
Delhi,56000,Diesel,Manual,First,5,425000.0,22.9,74.0,5
Kolkata,31300,Diesel,Automatic,First,5,1050000.0,21.72,108.4,2
Coimbatore,11241,Diesel,Manual,First,8,2255000.0,13.68,147.8,0
Pune,48000,Petrol,Manual,Second,5,520000.0,17.01,121.3,5
Coimbatore,23882,Petrol,Manual,First,5,1187000.0,17.4,117.3,0
Hyderabad,65000,Diesel,Manual,First,5,699000.0,26.0,98.6,5
Jaipur,50000,Diesel,Manual,First,5,500000.0,20.54,103.6,8
Chennai,25000,Diesel,Automatic,First,5,4400000.0,12.19,236.0,5
Chennai,21000,Petrol,Manual,First,5,279000.0,22.74,47.3,4
Pune,148000,Diesel,Manual,Second,5,290000.0,21.12,88.8,7
Delhi,68000,Petrol,Manual,First,5,985000.0,15.29,121.3,3
Bangalore,52000,Diesel,Automatic,First,7,4900000.0,12.0,224.0,5
Jaipur,19000,Diesel,Manual,First,6,925000.0,16.55,105.0,3
Mumbai,74000,Diesel,Manual,Second,5,375000.0,22.32,126.3,8
Coimbatore,30279,Diesel,Manual,First,5,729000.0,26.1,99.0,2
Mumbai,20000,Diesel,Automatic,First,4,2350000.0,20.7,113.98,3
Hyderabad,34834,Petrol,Manual,First,5,260000.0,14.0,35.0,6
Pune,90000,Diesel,Manual,Second,5,310000.0,21.03,65.0,4
Coimbatore,38730,Diesel,Automatic,First,5,2998000.0,14.21,203.0,3
Kochi,57390,Diesel,Manual,First,5,673000.0,19.01,108.45,3
Kolkata,100000,Diesel,Manual,First,5,350000.0,23.4,74.0,3
Kolkata,50000,Petrol,Manual,First,5,235000.0,16.47,73.9,8
Coimbatore,64961,Diesel,Manual,First,7,1613000.0,16.0,140.0,2
Coimbatore,72465,Petrol,Manual,First,5,590000.0,16.47,74.0,5
Hyderabad,68776,Petrol,Manual,First,5,390000.0,21.1,85.8,7
Delhi,68000,Diesel,Manual,First,7,695000.0,12.8,102.0,7
Delhi,33000,Diesel,Manual,First,5,700000.0,26.0,98.6,4
Coimbatore,22389,Petrol,Manual,First,5,723000.0,17.0,73.75,2
Mumbai,90000,Diesel,Manual,First,5,381000.0,21.5,88.8,7
Chennai,42000,Petrol,Manual,Third,5,450000.0,18.6,85.8,7
Pune,38767,Diesel,Manual,First,5,1260000.0,19.67,126.2,2
Bangalore,21000,Diesel,Automatic,First,7,4800000.0,12.07,241.4,4
Coimbatore,59136,Petrol,Manual,First,5,296000.0,19.7,46.3,9
Kolkata,36000,Diesel,Manual,First,5,325000.0,25.8,98.6,5
Chennai,95000,Diesel,Automatic,Second,5,850000.0,18.33,167.7,8
Mumbai,51000,Diesel,Automatic,First,5,875000.0,19.5,126.24,6
Kochi,36411,Petrol,Manual,First,5,308000.0,18.9,67.1,8
Mumbai,40000,Diesel,Automatic,First,7,4150000.0,12.81,148.31,2
Pune,27300,Petrol,Manual,First,5,700000.0,17.8,117.3,3
Kochi,29813,Petrol,Automatic,Second,5,1150000.0,14.74,181.03,8
Pune,71000,Petrol,Manual,First,5,260000.0,20.51,67.04,8
Kolkata,32000,Diesel,Manual,First,5,430000.0,22.32,126.3,5
Mumbai,19234,CNG,Manual,First,7,835000.0,17.5,80.46,2
Jaipur,50510,Diesel,Automatic,First,5,2490000.0,17.06,141.0,2
Pune,102000,Diesel,Automatic,First,5,1375000.0,15.06,177.0,8
Kolkata,42277,Diesel,Manual,First,5,385000.0,24.0,73.97,5
Mumbai,46000,Diesel,Automatic,First,5,2325000.0,13.0,201.1,5
Bangalore,50000,Petrol,Manual,First,5,575000.0,18.9,82.0,4
Mumbai,62000,Petrol,Manual,Second,5,165000.0,20.36,78.9,11
Mumbai,78000,Diesel,Manual,First,5,650000.0,19.33,138.1,7
Chennai,79000,Diesel,Manual,First,5,750000.0,17.67,138.08,8
Kochi,6773,Diesel,Automatic,First,7,7294000.0,14.75,245.0,0
Chennai,135000,Diesel,Manual,Second,7,1100000.0,11.5,171.0,9
Kochi,36716,Petrol,Manual,First,5,302000.0,18.9,67.0,6
Coimbatore,65060,Petrol,Manual,First,5,332000.0,21.1,55.2,6
Delhi,33000,Petrol,Manual,First,5,324000.0,19.4,86.8,6
Kolkata,11110,Petrol,Manual,First,5,235000.0,22.74,47.3,4
Jaipur,63000,Diesel,Manual,First,7,550000.0,15.96,62.1,6
Mumbai,27030,Petrol,Manual,First,5,675000.0,17.8,117.3,4
Mumbai,19600,Petrol,Manual,First,5,615000.0,15.0,103.52,4
Pune,27755,Petrol,Manual,First,5,545000.0,22.0,81.8,3
Hyderabad,20000,Petrol,Manual,Second,5,230000.0,21.1,55.2,6
Kochi,24782,Petrol,Manual,First,5,621000.0,20.85,83.14,4
Coimbatore,47303,Petrol,Automatic,First,5,521000.0,19.34,76.0,5
Delhi,71000,Petrol,Automatic,First,7,1199000.0,8.3,250.0,11
Pune,135000,Diesel,Manual,First,5,310000.0,17.8,75.0,9
Jaipur,1000,Diesel,Manual,First,5,750000.0,13.49,138.03,2
Kolkata,29000,Diesel,Manual,First,5,400000.0,20.14,88.8,3
Kochi,36367,Petrol,Manual,First,5,773000.0,17.8,117.3,3
Bangalore,38000,Petrol,Manual,First,5,780000.0,17.4,117.3,4
Hyderabad,83969,Petrol,Manual,First,4,130000.0,16.1,37.0,8
Jaipur,82621,Diesel,Manual,First,5,442000.0,20.14,88.8,5
Pune,89000,Diesel,Automatic,First,7,400000.0,12.5,147.9,10
Kolkata,54000,Diesel,Manual,First,7,1300000.0,16.0,140.0,3
Kochi,61691,Diesel,Manual,First,5,538000.0,25.8,98.6,4
Chennai,32200,Petrol,Manual,Second,5,325000.0,17.0,80.0,8
Jaipur,68630,Petrol,Automatic,First,5,387000.0,20.51,67.0,3
Mumbai,61000,Diesel,Automatic,Second,5,825000.0,16.96,138.03,5
Mumbai,32644,Petrol,Manual,First,5,928000.0,20.73,91.1,1
Delhi,85000,Diesel,Automatic,First,7,625000.0,11.79,120.0,7
Mumbai,75000,Petrol,Manual,Second,5,115000.0,15.26,74.9,11
Kochi,40347,Petrol,Manual,First,5,780000.0,20.73,91.2,3
Hyderabad,60788,Diesel,Manual,First,5,450000.0,23.0,90.0,7
Kochi,18664,Petrol,Manual,First,5,756000.0,18.7,88.7,1
Coimbatore,57847,Diesel,Manual,First,7,1607999.9999999998,16.0,140.0,2
Bangalore,52237,Petrol,Manual,First,5,450000.0,17.0,80.0,7
Chennai,128000,Diesel,Manual,First,5,500000.0,22.32,126.32,7
Delhi,54000,Petrol,Manual,First,5,220000.00000000003,19.81,68.05,8
Bangalore,49800,Petrol,Automatic,First,5,400000.0,23.1,67.04,5
Kolkata,98000,Diesel,Manual,First,5,251000.0,20.86,73.9,7
Delhi,60095,Diesel,Manual,First,5,475000.0,25.2,74.0,4
Pune,68000,Petrol,Manual,Second,5,200000.0,16.0,66.7,11
Jaipur,81402,Petrol,Manual,Second,5,210000.0,20.36,78.9,9
Mumbai,38000,Petrol,Automatic,First,5,625000.0,16.5,110.0,6
Kochi,92239,Diesel,Automatic,Second,5,1060000.0,11.5,210.0,8
Ahmedabad,49224,Diesel,Manual,First,5,600000.0,25.2,74.0,2
Jaipur,12000,Petrol,Manual,Second,4,45000.0,16.1,37.0,15
Pune,54898,Petrol,Manual,Third,5,250000.0,16.1,88.2,9
Mumbai,2500,Petrol,Manual,First,5,1275000.0,15.29,121.3,1
Kochi,32838,Diesel,Automatic,First,5,3029000.0,17.05,190.0,2
Hyderabad,27076,Petrol,Manual,First,5,160000.0,13.8,70.0,13
Kochi,75445,Diesel,Manual,First,5,754000.0,22.7,89.84,2
Kochi,46601,Petrol,Manual,First,5,684000.0,20.73,91.1,4
Kolkata,72000,Diesel,Automatic,First,5,600000.0,18.33,167.7,7
Pune,27000,Diesel,Manual,First,5,800000.0,27.3,98.6,2
Coimbatore,68193,Diesel,Automatic,First,5,2474000.0,17.11,174.33,3
Kochi,34429,Diesel,Manual,First,5,550000.0,24.0,70.0,2
Delhi,46000,Diesel,Automatic,First,7,3600000.0,12.0,224.0,6
Coimbatore,80544,Diesel,Manual,First,7,1179000.0,12.99,100.6,6
Jaipur,42000,Petrol,Manual,Second,5,300000.0,16.95,97.7,8
Bangalore,94821,Diesel,Automatic,Second,5,675000.0,20.0,138.1,8
Jaipur,100000,Petrol,Manual,First,5,140000.0,14.49,92.7,13
Mumbai,57000,Diesel,Manual,First,7,575000.0,24.2,98.6,5
Hyderabad,79894,Diesel,Manual,First,5,340000.0,21.1,73.9,9
Coimbatore,44748,Petrol,Manual,Second,5,489000.0,16.47,73.9,8
Mumbai,31000,Petrol,Manual,First,5,495000.0,13.24,102.5,6
Coimbatore,60587,Petrol,Automatic,Second,5,349000.0,16.98,66.1,6
Pune,43772,Petrol,Manual,First,5,635000.0,17.0,118.0,5
Coimbatore,23576,Petrol,Automatic,First,5,708000.0,18.9,82.0,2
Hyderabad,4000,Diesel,Automatic,First,5,3800000.0,13.6,177.0,2
Kolkata,62000,Diesel,Manual,First,8,625000.0,12.05,120.0,7
Mumbai,36000,Petrol,Automatic,First,5,1015000.0,11.74,186.0,8
Delhi,80000,Petrol,Automatic,First,5,1075000.0,13.7,157.75,5
Pune,137008,Diesel,Automatic,First,4,465000.00000000006,18.1,147.9,7
Delhi,61001,Diesel,Manual,First,8,475000.0,12.05,120.0,9
Coimbatore,52191,Petrol,Manual,First,5,778000.0,17.1,121.3,4
Hyderabad,77076,Diesel,Manual,First,5,675000.0,23.0,90.0,3
Hyderabad,56000,Petrol,Automatic,First,5,299000.0,16.4,78.0,11
Kolkata,21000,Petrol,Manual,First,5,235000.0,20.36,78.9,6
Delhi,89429,Diesel,Manual,First,5,365000.0,25.8,98.6,6
Delhi,45631,Petrol,Manual,Second,5,274000.0,22.5,67.04,7
Jaipur,53959,Petrol,Manual,First,5,350000.0,19.4,86.8,6
Kochi,55804,Petrol,Manual,First,5,476000.0,17.0,80.0,5
Kochi,25899,Petrol,Manual,First,5,620000.0,15.04,103.2,3
Pune,82000,Diesel,Manual,Second,5,235000.0,18.7,66.0,11
Mumbai,52000,Diesel,Automatic,First,5,2450000.0,13.0,204.0,5
Pune,20000,Petrol,Manual,First,5,600000.0,13.24,102.57,6
Hyderabad,31829,Petrol,Manual,First,5,365000.0,21.1,55.2,2
Coimbatore,18094,Petrol,Manual,Second,5,626000.0,18.6,85.8,3
Mumbai,11964,Diesel,Automatic,First,5,3295000.0000000005,13.22,241.4,4
Coimbatore,22684,Petrol,Manual,First,5,780000.0,18.6,81.83,1
Bangalore,43521,Petrol,Manual,First,5,425000.0,19.4,86.8,5
Kochi,49386,Petrol,Manual,First,5,486000.00000000006,17.5,85.8,5
Delhi,12248,Petrol,Manual,First,5,490000.00000000006,18.9,81.86,2
Coimbatore,67771,Diesel,Manual,First,8,706000.0,11.68,112.0,5
Delhi,60007,Petrol,Automatic,First,4,450000.0,17.21,189.0,4
Coimbatore,48624,Petrol,Manual,First,5,322000.0,24.07,67.1,8
Kolkata,30000,Diesel,Manual,First,5,325000.0,22.07,73.9,5
Delhi,81605,Petrol,Manual,First,5,453000.0,18.9,82.0,3
Coimbatore,32642,Diesel,Automatic,First,5,3478000.0,14.84,170.0,2
Pune,34200,Petrol,Automatic,First,5,650000.0,15.74,121.3,5
Chennai,72204,Petrol,Manual,First,5,225000.0,15.7,67.0,9
Pune,156347,Diesel,Manual,Second,8,800000.0,12.99,100.0,8
Kochi,47357,Diesel,Automatic,First,7,836999.9999999999,18.49,100.0,2
Coimbatore,61738,Diesel,Manual,First,5,539000.0,20.14,88.8,4
Kochi,32586,Diesel,Automatic,First,5,3730000.0,22.48,190.0,1
Coimbatore,40129,Diesel,Automatic,First,5,7080000.0,11.57,254.79,1
Mumbai,51000,Diesel,Automatic,First,5,2225000.0,11.74,254.8,7
Kochi,10393,Petrol,Manual,First,5,603000.0,18.9,81.86,1
Mumbai,46000,Petrol,Automatic,First,5,490000.00000000006,13.7,157.75,8
Chennai,21000,Petrol,Automatic,First,5,396000.0,16.95,78.9,6
Hyderabad,113562,Diesel,Manual,First,5,460000.0,23.0,90.0,8
Mumbai,100010,Diesel,Manual,Second,8,550000.0,12.05,120.0,8
Mumbai,63107,Petrol,Manual,First,5,325000.0,19.4,86.8,6
Jaipur,58500,Petrol,Manual,First,5,625000.0,18.6,81.83,2
Pune,90000,Diesel,Manual,Fourth_Above,7,300000.0,10.9,143.0,12
Chennai,108242,Diesel,Manual,First,5,425000.0,16.8,110.0,8
Pune,146300,Diesel,Manual,First,7,1225000.0,11.5,171.0,8
Pune,62943,Diesel,Automatic,Second,5,1095000.0,17.05,184.0,8
Delhi,65000,Diesel,Automatic,First,7,1650000.0,12.55,168.5,6
Pune,1700,Petrol,Automatic,First,5,780000.0,19.0,88.76,1
Kochi,34697,Petrol,Manual,First,5,370000.0,19.81,68.05,6
Hyderabad,58000,Petrol,Manual,First,5,400000.0,17.0,80.0,7
Mumbai,32500,Diesel,Automatic,First,5,2675000.0,19.59,187.74,4
Coimbatore,58661,Diesel,Automatic,First,5,2803000.0,15.17,181.0,3
Kochi,37124,Petrol,Manual,First,5,544000.0,20.4,81.8,2
Delhi,44000,Petrol,Automatic,First,5,620000.0,21.4,83.1,2
Kolkata,45200,Petrol,Manual,First,5,90000.0,13.2,94.0,14
Mumbai,11000,Petrol,Manual,First,5,395000.0,18.5,85.8,3
Pune,65000,Petrol,Manual,Second,4,44000.0,26.0,35.0,8
Ahmedabad,55005,Diesel,Manual,First,5,275000.0,20.0,68.0,7
Hyderabad,81650,Diesel,Automatic,First,5,750000.0,18.33,167.7,8
Chennai,160000,Diesel,Manual,Second,5,250000.0,19.0,93.0,9
Hyderabad,169000,Diesel,Manual,First,7,500000.0,14.95,93.7,4
Hyderabad,67263,Petrol,Manual,First,5,360000.0,18.9,67.1,6
Kochi,44223,Petrol,Manual,First,5,399000.0,17.6,88.7,7
Coimbatore,36840,Petrol,Manual,First,5,564000.0,18.9,82.0,4
Pune,160000,Diesel,Manual,First,8,1200000.0,12.99,100.0,5
Kolkata,133000,Diesel,Manual,First,5,70000.0,16.8,62.0,11
Mumbai,69123,Diesel,Automatic,First,5,1900000.0,18.88,184.0,4
Delhi,38000,Diesel,Automatic,First,7,3048000.0,10.91,197.0,2
Mumbai,5500,Petrol,Manual,First,5,819999.9999999999,21.56,103.25,2
Kolkata,1001,Diesel,Manual,First,5,755000.0,25.83,99.0,4
Pune,59000,Petrol,Manual,Third,5,99000.0,15.26,74.9,12
Delhi,78256,Petrol,Automatic,First,5,415000.00000000006,16.8,118.0,8
Chennai,90000,Petrol,Manual,First,5,620000.0,16.95,97.6,3
Kolkata,18000,Petrol,Manual,First,5,440000.00000000006,19.1,85.8,3
Kolkata,60000,Diesel,Manual,First,5,210000.0,20.0,68.0,7
Jaipur,130000,Diesel,Manual,First,5,220000.00000000003,20.3,75.0,8
Coimbatore,32851,Petrol,Manual,First,5,834000.0,18.6,81.86,1
Kolkata,32000,Diesel,Manual,First,5,435000.0,23.4,74.0,5
Hyderabad,62700,Diesel,Manual,First,5,680000.0,22.7,89.84,5
Jaipur,71000,Diesel,Manual,First,5,330000.0,19.3,73.9,9
Kochi,19947,Petrol,Manual,First,5,504000.0,18.9,82.0,3
Hyderabad,91000,Diesel,Automatic,First,7,920000.0,11.4,153.86,7
Hyderabad,74000,Diesel,Manual,First,5,570000.0,22.07,73.9,5
Kochi,55594,Diesel,Manual,First,7,848000.0,18.49,100.0,1
Hyderabad,58000,Diesel,Automatic,First,4,4800000.0,11.2,306.0,6
Hyderabad,110224,Diesel,Manual,First,5,610000.0,19.01,108.45,7
Ahmedabad,21002,Petrol,Manual,First,5,275000.0,22.5,67.04,9
Pune,121000,Diesel,Manual,First,7,800000.0,24.52,88.5,2
Jaipur,73513,Petrol,Manual,First,5,185000.0,19.7,46.3,9
Jaipur,34000,Petrol,Automatic,First,5,385000.0,20.51,67.0,4
Coimbatore,28371,Petrol,Manual,First,7,474000.0,15.1,73.0,2
Kochi,74755,Diesel,Manual,First,5,563000.0,19.6,108.45,6
Kochi,25805,Petrol,Manual,First,5,262000.0,18.2,64.0,8
Kochi,82603,Petrol,Manual,First,5,490000.00000000006,13.06,102.53,4
Chennai,110000,Petrol,Manual,First,5,265000.0,13.5,130.0,13
Delhi,88000,Diesel,Manual,First,7,599000.0,16.0,140.0,7
Chennai,110000,Diesel,Manual,Second,5,240000.0,21.0,64.1,8
Delhi,15000,Petrol,Manual,First,5,425000.0,21.7,67.0,2
Mumbai,70000,Diesel,Automatic,First,5,4000000.0,15.15,240.0,6
Pune,150000,Diesel,Manual,Second,5,270000.0,28.4,74.0,11
Hyderabad,19000,Petrol,Manual,First,5,299000.0,20.63,67.0,3
Chennai,37442,Petrol,Manual,First,5,340000.0,18.5,80.0,8
Coimbatore,63111,Diesel,Automatic,Second,5,3080000.0,18.12,190.0,3
Mumbai,88000,Diesel,Manual,First,7,585000.0,20.77,88.8,7
Jaipur,42355,Petrol,Manual,First,5,400000.0,18.9,82.0,5
Coimbatore,75871,Petrol,Automatic,First,5,1412000.0,9.43,254.0,8
Mumbai,65000,Diesel,Manual,First,5,455000.0,17.9,163.7,8
Pune,69000,Diesel,Automatic,First,5,3800000.0,0.0,165.0,4
Jaipur,79232,Diesel,Manual,First,5,290000.0,21.1,73.9,8
Pune,220000,Petrol,Automatic,Second,5,600000.0,11.74,186.0,12
Kochi,28470,Petrol,Manual,First,5,695000.0,18.6,81.83,3
Kolkata,9759,Petrol,Manual,First,5,275000.0,20.3,68.05,5
Pune,75216,Diesel,Manual,First,5,510000.0,22.9,74.0,5
Chennai,8000,Petrol,Manual,First,5,675000.0,18.6,81.83,2
Mumbai,59451,Petrol,Manual,First,5,369000.0,18.5,85.8,5
Hyderabad,53996,Diesel,Manual,First,5,545000.0,22.9,74.0,6
Kochi,15135,Petrol,Manual,First,5,929000.0,17.5,88.7,1
Chennai,53000,Petrol,Automatic,Second,5,400000.0,16.9,81.86,4
Kolkata,40000,Petrol,Manual,First,5,290000.0,18.0,86.7,6
Pune,21107,Petrol,Manual,First,5,525000.0,17.1,121.3,6
Mumbai,56000,Petrol,Manual,First,5,575000.0,16.8,116.3,5
Coimbatore,19623,Petrol,Manual,First,5,1312000.0,15.29,121.3,2
Kochi,70963,Diesel,Manual,First,7,783000.0,15.1,140.0,5
Mumbai,25755,CNG,Manual,First,5,315000.0,26.6,58.16,6
Mumbai,51450,Diesel,Manual,First,7,1040000.0,12.8,102.0,6
Pune,75000,Diesel,Manual,First,5,435000.0,22.9,74.0,7
Coimbatore,37832,Petrol,Automatic,First,5,523000.00000000006,22.5,67.0,2
Coimbatore,43041,Petrol,Manual,First,5,601000.0,18.9,81.86,3
Hyderabad,97236,Diesel,Manual,First,5,440000.00000000006,25.8,98.6,5
Chennai,83000,Diesel,Automatic,First,5,1275000.0,16.07,181.0,9
Delhi,65000,Petrol,Manual,First,5,240000.0,15.6,70.0,8
Kochi,46007,Petrol,Manual,First,5,571000.0,17.0,73.75,1
Kochi,65925,Diesel,Manual,Second,5,549000.0,22.7,89.84,4
Pune,73500,Petrol,Manual,Second,5,130000.0,13.0,90.0,15
Kolkata,55000,Diesel,Manual,First,7,850000.0,16.0,140.0,5
Delhi,115000,Diesel,Manual,First,7,1299000.0,13.0,168.5,7
Kolkata,31184,Petrol,Manual,First,5,500000.0,18.9,81.86,2
Pune,41747,Diesel,Automatic,First,5,900000.0,28.4,73.75,2
Kochi,38143,Diesel,Manual,First,5,522000.0,22.9,74.0,3
Pune,19030,Petrol,Manual,First,5,380000.0,16.47,73.9,7
Coimbatore,20877,Petrol,Manual,First,5,727000.0,18.16,78.9,0
Mumbai,23555,Petrol,Manual,First,5,510000.0,22.0,81.8,3
Bangalore,29000,Diesel,Automatic,First,5,2900000.0,14.21,203.0,6
Pune,61000,Petrol,Manual,First,5,290000.0,18.9,67.1,6
Kochi,4187,Petrol,Manual,First,4,138000.0,26.0,35.0,7
Bangalore,46000,Petrol,Manual,First,5,550000.0,13.4,157.8,8
Mumbai,28000,Petrol,Automatic,First,5,725000.0,17.21,103.5,3
Coimbatore,83558,Diesel,Manual,First,5,698000.0,22.32,126.32,5
Hyderabad,40000,Diesel,Manual,First,5,525000.0,22.95,74.0,2
Kolkata,36000,Petrol,Manual,First,5,195000.0,21.1,55.2,6
Bangalore,21000,Diesel,Automatic,First,5,2450000.0,17.11,174.33,5
Kochi,62162,Diesel,Manual,First,7,831000.0,12.99,100.0,6
Hyderabad,83000,Diesel,Automatic,First,5,3600000.0,11.74,254.8,7
Pune,58000,Diesel,Manual,First,5,550000.0,24.4,71.0,4
Kochi,62332,Petrol,Automatic,First,5,589000.0,11.7,177.6,8
Kochi,50867,Diesel,Manual,First,5,795000.0,20.34,103.2,3
Mumbai,73000,Petrol,Manual,First,5,275000.0,17.0,80.0,9
Jaipur,98008,Diesel,Manual,First,5,625000.0,22.7,126.24,7
Hyderabad,36000,Diesel,Manual,First,5,495000.0,20.0,68.05,4
Kochi,27339,Petrol,Manual,First,5,627000.0,18.6,81.83,0
Kolkata,25000,Diesel,Manual,First,5,865000.0,23.9,126.2,2
Kolkata,37000,Petrol,Manual,First,5,350000.0,18.9,82.0,5
Hyderabad,56000,Diesel,Automatic,First,5,3500000.0,14.16,174.3,4
Kolkata,27000,Petrol,Manual,First,5,445000.0,17.5,85.8,4
Kolkata,37000,Petrol,Manual,First,5,265000.0,18.5,80.0,7
Kolkata,10500,Diesel,Manual,First,5,470000.0,25.32,77.0,2
Ahmedabad,49000,Diesel,Automatic,First,5,890000.0,18.23,126.2,5
Mumbai,7000,Diesel,Manual,First,5,1745000.0,17.1,170.0,2
Coimbatore,71256,Diesel,Manual,First,5,958000.0,24.3,88.5,2
Kochi,83184,Petrol,Manual,First,5,622000.0,14.28,138.03,7
Kolkata,87284,Diesel,Manual,First,7,780000.0,15.1,140.0,6
Mumbai,7000,Diesel,Automatic,First,5,2775000.0,20.68,190.0,3
Pune,29000,Diesel,Manual,Second,5,700000.0,22.54,88.73,4
Coimbatore,33552,Diesel,Automatic,First,5,6487000.0,11.57,254.79,2
Bangalore,64000,Diesel,Manual,Second,5,650000.0,17.3,163.7,6
Jaipur,82000,Petrol,Manual,Second,5,270000.0,18.5,80.0,8
Mumbai,70000,Petrol,Manual,Second,5,250000.0,19.4,86.8,7
Hyderabad,166194,Diesel,Manual,First,7,390000.0,19.3,84.8,6
Delhi,58000,Petrol,Manual,First,5,395000.0,16.47,73.9,4
Chennai,77000,Petrol,Manual,Second,5,210000.0,20.36,78.9,9
Pune,73204,Diesel,Automatic,Third,4,350000.0,18.1,147.9,10
Hyderabad,70000,Petrol,Manual,Second,5,200000.0,19.81,68.05,12
Delhi,79870,Diesel,Manual,First,7,535000.0,20.77,88.76,5
Delhi,90000,Diesel,Manual,First,5,380000.0,25.8,98.6,6
Mumbai,17000,Petrol,Automatic,First,5,1725000.0,15.5,122.0,3
Kochi,46493,Petrol,Manual,First,5,553000.0,18.9,81.86,1
Pune,68000,Petrol,Manual,Third,5,195000.0,20.36,78.9,10
Hyderabad,2000,Diesel,Manual,First,5,819999.9999999999,28.4,74.0,2
Pune,140000,Petrol,Manual,First,5,90000.0,13.0,90.0,20
Pune,255000,Diesel,Manual,Third,7,650000.0,12.99,100.6,6
Coimbatore,45535,Diesel,Automatic,First,5,1941000.0,23.8,112.0,5
Coimbatore,39228,Petrol,Manual,First,5,658000.0,15.7,112.4,3
Mumbai,57000,Petrol,Manual,Second,5,210000.0,14.49,92.7,8
Chennai,85445,Petrol,Manual,Second,5,200000.0,19.81,68.05,11
Delhi,54000,Diesel,Manual,First,5,370000.0,24.4,71.0,4
Mumbai,53000,Petrol,Automatic,First,5,380000.0,23.1,67.04,5
Jaipur,60000,Petrol,Manual,First,5,325000.0,20.36,78.9,5
Coimbatore,65668,Diesel,Manual,First,5,553000.0,19.87,83.8,4
Ahmedabad,100000,Diesel,Automatic,Second,5,1090000.0,22.69,190.0,8
